"","lat","lon","species"
"1037",37.97,0.47,"Boops boops"
"1039",38.98,0.18,"Boops boops"
"1040",38.91,0.14,"Boops boops"
"1042",38.86,1.01,"Boops boops"
"1043",38.19,0.23,"Boops boops"
"1044",38.67,0.22,"Boops boops"
"1045",38.63,0.39,"Boops boops"
"1046",38.44,0.4,"Boops boops"
"1047",38.74,0.25,"Boops boops"
"1048",38.69,1.06,"Boops boops"
"1049",39.96,0.33,"Boops boops"
"1050",40.28,0.61,"Boops boops"
"1051",40.52,0.99,"Boops boops"
"1053",38.85,0.21,"Boops boops"
"1055",39.35,0.13,"Boops boops"
"1058",39.65,0.05,"Boops boops"
"1059",39.24,0.15,"Boops boops"
"1060",40.34,0.8,"Boops boops"
"1061",38.85,0.3,"Boops boops"
"1063",39.89,0.88,"Boops boops"
"1064",40.09,0.32,"Boops boops"
"1065",40.01,0.87,"Boops boops"
"1068",40.34,0.52,"Boops boops"
"1069",38.91,0.2,"Boops boops"
"1074",44.66812,-1.10195,"Boops boops"
"1076",38.73,0.24,"Boops boops"
"1078",40.31,1.12,"Boops boops"
"1079",40.42,1.04,"Boops boops"
"1080",38.19,0.24,"Boops boops"
"1081",39.35,0.12,"Boops boops"
"1083",38.66,0.22,"Boops boops"
"1085",40.33,0.81,"Boops boops"
"1086",37.98,0.5,"Boops boops"
"1089",39.87,0.31,"Boops boops"
"1091",37.93,0.45,"Boops boops"
"1092",39.64,0.05,"Boops boops"
"1094",39.45,0.01,"Boops boops"
"1098",40.1,0.91,"Boops boops"
"1101",40.01,0.55,"Boops boops"
"1102",38.63,0.27,"Boops boops"
"1103",38.93,0.12,"Boops boops"
"1104",39.17,0.13,"Boops boops"
"1109",41.38256,2.177135,"Boops boops"
"1110",56.28,12.46,"Boops boops"
"1115",40.01,0.54,"Boops boops"
"1116",39.92,0.13,"Boops boops"
"1117",39.86,0.45,"Boops boops"
"1120",39.26,0.01,"Boops boops"
"1124",41.76,9.42496,"Boops boops"
"1125",38.92,0.12,"Boops boops"
"1126",39.82,0.72,"Boops boops"
"1128",38.69,1.08,"Boops boops"
"1132",40.15,0.72,"Boops boops"
"1133",42.55856,9.63511,"Boops boops"
"1139",38.59,0.27,"Boops boops"
"1142",38.51463,-28.6775,"Boops boops"
"1143",38.60615,-28.57628,"Boops boops"
"1144",38.41067,-28.35441,"Boops boops"
"1145",38.4061,-28.36005,"Boops boops"
"1146",38.41061,-28.36014,"Boops boops"
"1147",38.57153,-28.46647,"Boops boops"
"1148",38.50648,-28.24725,"Boops boops"
"1149",38.51012,-28.6774,"Boops boops"
"1150",38.51004,-28.68313,"Boops boops"
"1151",38.62137,-28.77188,"Boops boops"
"1152",38.5671,-28.46065,"Boops boops"
"1153",38.57618,-28.45509,"Boops boops"
"1154",38.52363,-27.84031,"Boops boops"
"1155",38.50636,-28.25872,"Boops boops"
"1156",38.79194,-27.35984,"Boops boops"
"1157",39.85,0.73,"Boops boops"
"1159",40.16,0.73,"Boops boops"
"1161",40.11,0.34,"Boops boops"
"1163",38.98,0.17,"Boops boops"
"1164",40.33,1.13,"Boops boops"
"1165",39.86,0.44,"Boops boops"
"1166",40.35,0.52,"Boops boops"
"1168",37.98,0.58,"Boops boops"
"1170",39.94,0.15,"Boops boops"
"1171",39.56,0.02,"Boops boops"
"1173",38.89,0.13,"Boops boops"
"1175",40.09,0.26,"Boops boops"
"1178",40.35,0.79,"Boops boops"
"1179",39.63,0.06,"Boops boops"
"1181",40.08,0.91,"Boops boops"
"1183",39.28,0.02,"Boops boops"
"1184",38.78,0.23,"Boops boops"
"1185",40.43,1.06,"Boops boops"
"1188",41.67049,9.41522,"Boops boops"
"1189",42.56603,9.51392,"Boops boops"
"1190",42.46898,9.62492,"Boops boops"
"1191",39.22,0.05,"Boops boops"
"1196",40.42,1.03,"Boops boops"
"1198",40.3,1.12,"Boops boops"
"1202",39.63,0.05,"Boops boops"
"1203",39.47,0.01,"Boops boops"
"1206",39.96,0.07,"Boops boops"
"1207",39.94,0.13,"Boops boops"
"1213",40.17,0.75,"Boops boops"
"1215",38.76,0.24,"Boops boops"
"1216",37.96,0.51,"Boops boops"
"1217",38.18,0.23,"Boops boops"
"1219",38.89,0.98,"Boops boops"
"1220",39.88,0.9,"Boops boops"
"1221",40.05,1,"Boops boops"
"1222",40.08,0.93,"Boops boops"
"1225",42.83484,9.54412,"Boops boops"
"1226",41.57364,9.52471,"Boops boops"
"1227",41.58098,9.40552,"Boops boops"
"1229",38.63014,-27.18095,"Boops boops"
"1230",38.52407,-27.77722,"Boops boops"
"1232",38.62564,-27.18094,"Boops boops"
"1238",42.64814,9.64533,"Boops boops"
"1239",40.11,0.28,"Boops boops"
"12411",40.43,1.03,"Boops boops"
"1242",40.02,0.97,"Boops boops"
"1244",40.36,0.53,"Boops boops"
"1247",40.01,0.88,"Boops boops"
"1249",39.85,0.42,"Boops boops"
"1250",39.3,0.03,"Boops boops"
"1253",38.85,1.02,"Boops boops"
"1254",39.14,0.11,"Boops boops"
"1259",39.58,0.01,"Boops boops"
"1260",39.84,0.72,"Boops boops"
"1261",38.75,0.24,"Boops boops"
"1266",37.89,0.57,"Boops boops"
"1268",38.63467,-27.16947,"Boops boops"
"1269",38.6137,-27.8471,"Boops boops"
"1270",38.62772,-28.64568,"Boops boops"
"1271",38.61663,-27.17517,"Boops boops"
"1275",38.69,0.23,"Boops boops"
"1277",38.66,0.25,"Boops boops"
"1280",42.691,8.91664,"Boops boops"
"1282",42.75982,9.29081,"Boops boops"
"1284",39.12,0.09,"Boops boops"
"1285",38.91,0.13,"Boops boops"
"1286",42.76691,9.16916,"Boops boops"
"1287",41.206,1.818,"Boops boops"
"1292",40.09,0.27,"Boops boops"
"1295",42.84945,9.30054,"Boops boops"
"1296",39.46,0.03,"Boops boops"
"13011",38.68,1.07,"Boops boops"
"1302",41.84215,9.55445,"Boops boops"
"1304",42.0212,9.57443,"Boops boops"
"1307",41.49148,9.39584,"Boops boops"
"1309",42.92446,9.55425,"Boops boops"
"1314",40.15,0.74,"Boops boops"
"1317",40.04,0.9,"Boops boops"
"1318",40.45,1.06,"Boops boops"
"1319",40.09,0.88,"Boops boops"
"1327",38.42,-0.42,"Boops boops"
"1332",39.84,0.71,"Boops boops"
"1333",39.87,0.34,"Boops boops"
"1334",40.33,0.76,"Boops boops"
"1335",37.94,0.55,"Boops boops"
"1336",39.89,0.9,"Boops boops"
"1338",39.93,0.13,"Boops boops"
"1339",40.31,1.26,"Boops boops"
"1357",38.33,0.04,"Boops boops"
"1363",38.24,0.22,"Boops boops"
"1366",41.40199,9.38619,"Boops boops"
"1368",38.69,0.28,"Boops boops"
"1369",38.93,0.13,"Boops boops"
"1370",39,0.17,"Boops boops"
"1371",32.816666,34.983334,"Boops boops"
"1372",52.085715,-10.26202,"Boops boops"
"1373",41.40918,9.26733,"Boops boops"
"1375",42.47644,9.50391,"Boops boops"
"1379",41.48415,9.51485,"Boops boops"
"1382",42.28227,9.72524,"Boops boops"
"1388",42.37941,9.61476,"Boops boops"
"1399",59.80475,10.64444,"Boops boops"
"1404",37.483334,-25.666666,"Boops boops"
"1405",38.2833,-28.1333,"Boops boops"
"1411",44.166668,8.333333,"Boops boops"
"1415",41.866663,3.183333,"Boops boops"
"1416",41.866667,3.183333,"Boops boops"
"1417",41.83333,3.149999,"Boops boops"
"1418",41.833333,3.15,"Boops boops"
"1419",41.816663,3.1,"Boops boops"
"1420",41.816667,3.1,"Boops boops"
"1425",40.866663,3.183333,"Boops boops"
"1426",40.866667,3.183333,"Boops boops"
"1427",41.833333,3.1,"Boops boops"
"1428",41.85,3.166667,"Boops boops"
"1429",41.849997,3.166666,"Boops boops"
"1430",41.83333,3.1,"Boops boops"
"1431",52.17839,-4.6055,"Boops boops"
"1432",42.75827,4.15923,"Boops boops"
"1433",42.767,4.167,"Boops boops"
"1438",39.569582,2.650075,"Boops boops"
"1440",37.683333,-0.733333,"Boops boops"
"1441",42.289348,3.275216,"Boops boops"
"1442",41.62762,2.689763,"Boops boops"
"1443",28.417,-14,"Boops boops"
"1448",42.316665,3.349999,"Boops boops"
"1449",42.316667,3.35,"Boops boops"
"1452",39.9571,-3.4567,"Boops boops"
"1460",59.84258,10.45045,"Boops boops"
"1462",41.286102,1.982417,"Boops boops"
"1463",39.3922,2.7998,"Boops boops"
"1468",14.5,-17.166667,"Boops boops"
"1469",36.938,10.542,"Boops boops"
"1470",37.6125,-10.4125,"Boops boops"
"1473",45.533333,13.602778,"Boops boops"
"1474",23.85,-16.3,"Boops boops"
"1475",23.849997,-16.299999,"Boops boops"
"1482",30.141667,-15.875,"Boops boops"
"1484",35.4667,-6.0917,"Boops boops"
"1486",35.4,-6.25,"Boops boops"
"1487",35.6375,-5.1875,"Boops boops"
"1488",-12.333333,13.566667,"Boops boops"
"1489",32.5,34.78,"Boops boops"
"1492",-12.333333,13.55,"Boops boops"
"1495",-12.6,13.333333,"Boops boops"
"1496",36.83,10.25,"Boops boops"
"1497",40.619558,14.487453,"Boops boops"
"1498",41.771251,12.220955,"Boops boops"
"1500",37.475,10.2667,"Boops boops"
"1502",36.75,10.5,"Boops boops"
"1505",52.101408,-10.591233,"Boops boops"
"1506",51.567088,-8.505477,"Boops boops"
"1507",33.904992,35.54034,"Boops boops"
"1523",5.85,1,"Boops boops"
"1524",5.066667,0.216667,"Boops boops"
"1525",4.9,-1.7,"Boops boops"
"1527",6.016667,1.516667,"Boops boops"
"1528",4.283333,-1.5,"Boops boops"
"1530",6.3,2.2,"Boops boops"
"1542",5.1,-3.366667,"Boops boops"
"1543",5.1,-1.066667,"Boops boops"
"1544",5.216667,-4.083333,"Boops boops"
"1546",4.733333,-2.133333,"Boops boops"
"1548",6.35,2.9,"Boops boops"
"1549",5.033333,5.134722,"Boops boops"
"1550",4.95,-2.733333,"Boops boops"
"1553",5.934722,4.801389,"Boops boops"
"1554",5.133333,-4.65,"Boops boops"
"1558",5.383333,-0.416667,"Boops boops"
"1568",6.4,3.616667,"Boops boops"
"1569",6.316667,4.283333,"Boops boops"
"1579",16.1,-22.65,"Boops boops"
"1584",16.083333,-22.7,"Boops boops"
"1594",3.716667,9.433333,"Boops boops"
"1595",4.233333,6.083333,"Boops boops"
"1596",4.933333,-9,"Boops boops"
"1597",5.933333,-10.15,"Boops boops"
"1598",4.718056,-6.566667,"Boops boops"
"1600",2.483333,9.718056,"Boops boops"
"1601",6.3,-10.818056,"Boops boops"
"1602",4.3,7.55,"Boops boops"
"1603",1.184722,9.284722,"Boops boops"
"1604",4.2,8.851389,"Boops boops"
"1605",1.816667,9.683333,"Boops boops"
"1607",4.15,6.034722,"Boops boops"
"1609",4.3,-7.8,"Boops boops"
"1610",4.95,-5.968056,"Boops boops"
"1611",4.4,8.233333,"Boops boops"
"1612",6.7,-11.366667,"Boops boops"
"1613",4.066667,5.466667,"Boops boops"
"1616",3.15,9.8,"Boops boops"
"1617",5.083333,-5.3,"Boops boops"
"1619",4.516667,-7.016667,"Boops boops"
"1624",4.65,-9.266667,"Boops boops"
"1634",4.6,-8.416667,"Boops boops"
"1660",5.05,-9.734722,"Boops boops"
"1668",4.916667,-9.066667,"Boops boops"
"1669",7.968056,-13.85,"Boops boops"
"1670",10.533333,-16.25,"Boops boops"
"1671",-2.533333,9.683333,"Boops boops"
"1672",-3.966667,11.05,"Boops boops"
"1674",12.016667,-17.083333,"Boops boops"
"1675",-1.933333,9.216667,"Boops boops"
"1677",10.983333,-16.733333,"Boops boops"
"1678",7.116667,-11.951389,"Boops boops"
"1679",-4.933333,11.9,"Boops boops"
"1680",-0.684722,8.683333,"Boops boops"
"1681",-3.033333,10.2,"Boops boops"
"1682",-5.8,12.083333,"Boops boops"
"1684",7.366667,-12.634722,"Boops boops"
"1686",0.416667,9.25,"Boops boops"
"1688",10.2,-15.583333,"Boops boops"
"1690",9.6,-14.216667,"Boops boops"
"1692",-0.233333,9.233333,"Boops boops"
"1694",-1.033333,8.966667,"Boops boops"
"1697",11.75,-16.066667,"Boops boops"
"1698",5.083333,-4.075,"Boops boops"
"1703",8.95,-13.8,"Boops boops"
"1706",4.766667,-2.5,"Boops boops"
"1708",-3.45,10.616667,"Boops boops"
"1709",-4.533333,11.616667,"Boops boops"
"1720",7.584722,-13.283333,"Boops boops"
"1722",10.083333,-14.683333,"Boops boops"
"1755",6.117,1.883,"Boops boops"
"1768",42.481389,3.130278,"Boops boops"
"1774",-2.5,9.058333,"Boops boops"
"1807",-3.016667,9.391667,"Boops boops"
"2239",42.483,3.133,"Boops boops"
"2241",42.255867,-8.735064,"Boops boops"
"2244",41.664155,2.80487,"Boops boops"
"2246",52.131014,-10.358522,"Boops boops"
"2252",-33.916667,151.166667,"Boops boops"
"2253",37.525,8.933333,"Boops boops"
"2254",48.67945,-4.00426,"Boops boops"
"2257",50.57158,-1.08277,"Boops boops"
"2260",50.6615,-1.08102,"Boops boops"
"2263",-13.2294,12.7206,"Boops boops"
"2269",41.224223,1.725766,"Boops boops"
"2270",42.337316,3.204723,"Boops boops"
"2271",41.7598,1.7925,"Boops boops"
"2275",48.7,-4.067,"Boops boops"
"2276",28.37583,-16.44083,"Boops boops"
"2288",32.5,-16.5,"Boops boops"
"2290",35,20,"Boops boops"
"2291",38.517,-8.9,"Boops boops"
"2292",40,5,"Boops boops"
"2299",38.116667,13.366667,"Boops boops"
"2305",43,35,"Boops boops"
"2306",42.28886,5.36068,"Boops boops"
"2307",42.3,5.333,"Boops boops"
"2323",38.17,-0.47,"Boops boops"
"2324",40.667,14.25,"Boops boops"
"2326",45.63793,13.741205,"Boops boops"
"2328",40.833333,14.233333,"Boops boops"
"2330",48.089741,11.581981,"Boops boops"
"2344",37.1,25.383333,"Boops boops"
"2368",28.25,-16.583,"Boops boops"
"2369",45.591484,9.380996,"Boops boops"
"2377",36.531225,-6.289925,"Boops boops"
"2385",43.567,7.417,"Boops boops"
"2397",38.561022,-28.759717,"Boops boops"
"2399",38.66,0.08,"Boops boops"
"2419",48.717,-3.983,"Boops boops"
"2424",37.167,9.833,"Boops boops"
"2426",38.15,-0.47,"Boops boops"
"2433",46,-10,"Boops boops"
"2439",39,1.416667,"Boops boops"
"2441",17.953199,-16.392,"Boops boops"
"2446",44.4,8.916667,"Boops boops"
"2462",35,15,"Boops boops"
"2469",38.15,-0.46,"Boops boops"
"2480",14.633,-17.417,"Boops boops"
"2501",38.17,-0.59,"Boops boops"
"2510",44.667,-1.183,"Boops boops"
"2523",4.733333,-6.616667,"Boops boops"
"2526",38.15,-0.48,"Boops boops"
"2527",29.008116,-13.589973,"Boops boops"
"2538",43.483,-1.583,"Boops boops"
"2553",38.18,-0.51,"Boops boops"
"2556",32.75,-17,"Boops boops"
"2557",38.17,-0.54,"Boops boops"
"2560",27.09986,-82.440793,"Boops boops"
"2578",38.62,0.01,"Boops boops"
"2590",38.15,-0.441667,"Boops boops"
"2591",43.516667,16.45,"Boops boops"
"2596",38.16,-0.47,"Boops boops"
"2607",20.9,-16.833,"Boops boops"
"2623",38.867,1.467,"Boops boops"
"2626",32.733333,-17,"Boops boops"
"2627",42.483,3.167,"Boops boops"
"2632",32.826087,34.991828,"Boops boops"
"2648",43.417,3.717,"Boops boops"
"2651",43.673802,7.267931,"Boops boops"
"2653",38.858333,24.541667,"Boops boops"
"2660",37.3595,-9.639,"Boops boops"
"2681",41.756432,12.214064,"Boops boops"
"2684",38.62,0.05,"Boops boops"
"2685",38.25,-0.48,"Boops boops"
"2700",38.24,-0.52,"Boops boops"
"2703",38.15,-0.44,"Boops boops"
"2713",44.717,-1.167,"Boops boops"
"2723",38.65,0.08,"Boops boops"
"2735",32.5,-14,"Boops boops"
"2739",37.17746,-1.823301,"Boops boops"
"2741",41.176,1.737,"Boops boops"
"2752",38.22,-0.48,"Boops boops"
"2774",44.3,9.2,"Boops boops"
"2776",43.083,5.917,"Boops boops"
"116",51.15868,2.74975,"Balistes carolinensis"
"310",2.466806,-6.283472,"Balistes carolinensis"
"413",-0.050139,-10.133472,"Balistes carolinensis"
"54",1.550139,-6.566805,"Balistes carolinensis"
"716",2.116806,-16.783472,"Balistes carolinensis"
"84",1.533472,-9.85014,"Balistes carolinensis"
"103",0.416806,-6.066805,"Balistes carolinensis"
"1210",8.833472,-19.916805,"Balistes carolinensis"
"148",9.283473,-16.25014,"Balistes carolinensis"
"157",13.883472,-26.783472,"Balistes carolinensis"
"206",8.866806,-16.20014,"Balistes carolinensis"
"271",9.133472,-17.050138,"Balistes carolinensis"
"281",8.700139,-15.433473,"Balistes carolinensis"
"302",8.783473,-15.900139,"Balistes carolinensis"
"311",8.883472,-16.316807,"Balistes carolinensis"
"322",7.166805,-24.20014,"Balistes carolinensis"
"342",1.650139,-20.050138,"Balistes carolinensis"
"353",-0.466806,0.900139,"Balistes carolinensis"
"362",0.116806,-1.300139,"Balistes carolinensis"
"371",2.200139,-6.566805,"Balistes carolinensis"
"381",3.400139,-15.283473,"Balistes carolinensis"
"415",3.466806,-18.816807,"Balistes carolinensis"
"4410",7.983472,-22.150139,"Balistes carolinensis"
"475",8.316806,-17.50014,"Balistes carolinensis"
"482",6.583472,-17.650139,"Balistes carolinensis"
"491",6.500139,-16.650139,"Balistes carolinensis"
"508",9.116806,-16.333473,"Balistes carolinensis"
"511",7.166805,-21.316807,"Balistes carolinensis"
"52",6.066805,-16.366806,"Balistes carolinensis"
"532",6.283472,-17,"Balistes carolinensis"
"561",6.283472,-17.050138,"Balistes carolinensis"
"635",5.666805,-16.566807,"Balistes carolinensis"
"68",9.433473,-16.233473,"Balistes carolinensis"
"70",6.966806,-18.70014,"Balistes carolinensis"
"78",8.433473,-17.316807,"Balistes carolinensis"
"8510",7.833472,-18.616806,"Balistes carolinensis"
"1021",5.500139,-16.233473,"Balistes carolinensis"
"1321",6.083472,-17.366806,"Balistes carolinensis"
"1391",8.283473,-23.066807,"Balistes carolinensis"
"1451",9.033473,-16.533472,"Balistes carolinensis"
"1521",9.366806,-16.416805,"Balistes carolinensis"
"168",7.466806,-21.333473,"Balistes carolinensis"
"287",4.450139,-15.366806,"Balistes carolinensis"
"304",6.550139,-16.60014,"Balistes carolinensis"
"348",3.716806,-5.266806,"Balistes carolinensis"
"4361",8.85014,-17.550138,"Balistes carolinensis"
"460",8.566806,-15.800139,"Balistes carolinensis"
"461",8.616806,-21.816807,"Balistes carolinensis"
"462",8.60014,-21.85014,"Balistes carolinensis"
"463",8.366806,-16.033472,"Balistes carolinensis"
"4641",8.333472,-19.283472,"Balistes carolinensis"
"467",8.900139,-21.10014,"Balistes carolinensis"
"468",8.033473,-17.983473,"Balistes carolinensis"
"4711",10,-21.466806,"Balistes carolinensis"
"4731",9.216805,-16.400139,"Balistes carolinensis"
"474",8.800139,-19.083473,"Balistes carolinensis"
"4831",9.750139,-21.533472,"Balistes carolinensis"
"486",7.683472,-20.95014,"Balistes carolinensis"
"494",9.10014,-18.716806,"Balistes carolinensis"
"5071",-0.716805,1.550139,"Balistes carolinensis"
"698",11.083472,-23.25014,"Balistes carolinensis"
"7061",7.666805,-22.616806,"Balistes carolinensis"
"7581",2.333472,-17.60014,"Balistes carolinensis"
"7601",1.733472,-11.916806,"Balistes carolinensis"
"7611",1.016806,-4.750139,"Balistes carolinensis"
"7621",-0.266806,-4.283472,"Balistes carolinensis"
"7661",-0.750139,-18.033472,"Balistes carolinensis"
"7671",6.366806,-13.366806,"Balistes carolinensis"
"7681",6.316805,-17.166805,"Balistes carolinensis"
"7691",-2.833472,9.150139,"Balistes carolinensis"
"7701",3.050139,0.966806,"Balistes carolinensis"
"7741",1.766806,-1.016805,"Balistes carolinensis"
"7761",2.833472,-2.900139,"Balistes carolinensis"
"7781",1.816806,-13.366806,"Balistes carolinensis"
"7791",2.150139,-6.283472,"Balistes carolinensis"
"7801",2.216806,-6.950139,"Balistes carolinensis"
"7811",3.683472,-21.133472,"Balistes carolinensis"
"7821",4,-17.433472,"Balistes carolinensis"
"7851",4.266806,-12.883472,"Balistes carolinensis"
"7871",4.233472,-12.133472,"Balistes carolinensis"
"788",3.850139,-12.466805,"Balistes carolinensis"
"7891",1.933472,-9.116806,"Balistes carolinensis"
"7971",-7.400139,59.53347,"Balistes carolinensis"
"8001",2.566806,-5.966805,"Balistes carolinensis"
"8011",4.016806,-5.833472,"Balistes carolinensis"
"803",3.600139,-8.716805,"Balistes carolinensis"
"8051",5.983472,-13.700139,"Balistes carolinensis"
"8071",1.866806,-5,"Balistes carolinensis"
"8081",6.400139,-12.116806,"Balistes carolinensis"
"8091",2.233472,-3.466806,"Balistes carolinensis"
"813",6.466806,-12.083472,"Balistes carolinensis"
"8151",1.100139,-11.950139,"Balistes carolinensis"
"820",-9.450139,58.883472,"Balistes carolinensis"
"8211",-9.183473,58.48347,"Balistes carolinensis"
"822",-9.566806,58.93347,"Balistes carolinensis"
"823",-9.116806,58.300137,"Balistes carolinensis"
"829",3.150139,-10.433473,"Balistes carolinensis"
"8321",3.033472,-17.166805,"Balistes carolinensis"
"834",3.816806,-11.266806,"Balistes carolinensis"
"835",3.716806,-10.85014,"Balistes carolinensis"
"842",2.983472,-16.70014,"Balistes carolinensis"
"854",4.333472,-16.933472,"Balistes carolinensis"
"8571",28.336667,-92.746667,"Balistes carolinensis"
"8581",28.534997,-96.00833,"Balistes carolinensis"
"859",41.675618,2.793239,"Balistes carolinensis"
"8621",28.833337,-95.6,"Balistes carolinensis"
"864",26.51333,-82.20167,"Balistes carolinensis"
"8651",26.566663,-83.444997,"Balistes carolinensis"
"8681",28.766663,-93.933337,"Balistes carolinensis"
"869",30.234997,-86.448337,"Balistes carolinensis"
"870",30.244997,-86.446667,"Balistes carolinensis"
"8711",24,-91,"Balistes carolinensis"
"872",39.58333,-73.91666,"Balistes carolinensis"
"8731",27.90833,-97.074993,"Balistes carolinensis"
"8741",28.333337,-97.966663,"Balistes carolinensis"
"8751",26.333337,-96.8,"Balistes carolinensis"
"8761",28.2,-95.566663,"Balistes carolinensis"
"8771",28.3,-95.2,"Balistes carolinensis"
"8781",28.166663,-95.666673,"Balistes carolinensis"
"8791",28.333337,-95.4,"Balistes carolinensis"
"8801",25.166663,-95.666673,"Balistes carolinensis"
"8811",28.3,-95.466663,"Balistes carolinensis"
"8821",28.1,-95.6,"Balistes carolinensis"
"8831",28.3,-99.433337,"Balistes carolinensis"
"8851",30.066663,-88.5,"Balistes carolinensis"
"888",30.466663,-88,"Balistes carolinensis"
"889",27.843337,-95.341667,"Balistes carolinensis"
"890",28.6,-93.066663,"Balistes carolinensis"
"8911",29.541387,-95.680283,"Balistes carolinensis"
"892",27.081663,-96.20667,"Balistes carolinensis"
"893",29.434997,-94.867223,"Balistes carolinensis"
"894",27.066663,-96.233337,"Balistes carolinensis"
"895",28.9,-93.481673,"Balistes carolinensis"
"898",28.81167,-94.666673,"Balistes carolinensis"
"9011",15.833337,-77.5,"Balistes carolinensis"
"9031",29.646107,-95.40722,"Balistes carolinensis"
"9061",29.533337,-93.666673,"Balistes carolinensis"
"907",7.283333,-56.85,"Balistes carolinensis"
"9081",45.55,-60.95,"Balistes carolinensis"
"909",25.746192,-80.183425,"Balistes carolinensis"
"9101",34.724649,-76.665801,"Balistes carolinensis"
"9111",29.90389,-95.70944,"Balistes carolinensis"
"914",27.512181,-96.590012,"Balistes carolinensis"
"915",41.7598,1.7925,"Balistes carolinensis"
"9161",39.569582,2.650075,"Balistes carolinensis"
"917",24.550471,-81.76957,"Balistes carolinensis"
"926",42.63799,-70.685641,"Balistes carolinensis"
"930",26.469291,-82.119218,"Balistes carolinensis"
"9331",32.826087,34.991828,"Balistes carolinensis"
"939",41.526074,-70.6749,"Balistes carolinensis"
"9441",25.07557,-77.318855,"Balistes carolinensis"
"9451",24.551672,-81.818792,"Balistes carolinensis"
"9461",28.647497,-97.149167,"Balistes carolinensis"
"118",43.21279,3.55341,"Diplodus saragus"
"312",42.49481,3.06073,"Diplodus saragus"
"418",28.090155,-17.112408,"Diplodus saragus"
"512",43.30274,3.55428,"Diplodus saragus"
"86",43.18478,5.52029,"Diplodus saragus"
